Quantity,Material Type,Grade/Finish,Length & Width (in),Gauge,Thickness (in),Cost Per lb (USD),Width (in),Length (in),Density (lb/in^3),Volume (in^3),Weight per Sheet (lb),Total Weight (lb),Total Cost
39,Cold Rolled Steel,A1008,36x72,12,0.1046,0.54,36.0,72.0,0.284,271.1232,76.99898879999999,3002.9605632,1621.598704128
44,Copper,C110,60x120,11,0.1196,5.17,60.0,120.0,0.321,861.12,276.41952000000003,12162.458880000002,62879.91240960001
37,Stainless Steel,304 #4 Finish,48x96,22,0.0299,3.28,48.0,96.0,0.289,137.7792,39.8181888,1473.2729856,4832.335392768
19,Copper,C110,48x96,26,0.0179,4.74,48.0,96.0,0.321,82.4832,26.4771072,503.0650368,2384.5282744319998
33,Cold Rolled Steel,A366,48x72,27,0.0164,0.71,48.0,72.0,0.284,56.6784,16.096665599999998,531.1899648,377.144875008
41,Stainless Steel,304 #4 Finish,48x120,19,0.0418,3.3,48.0,120.0,0.289,240.76799999999997,69.58195199999999,2852.8600319999996,9414.438105599998
32,Brass,C260,60x144,10,0.1345,4.55,60.0,144.0,0.307,1162.0800000000002,356.75856000000005,11416.273920000001,51944.04633600001
31,Copper,C110,60x120,10,0.1345,5.85,60.0,120.0,0.321,968.4000000000001,310.85640000000006,9636.548400000001,56373.80814000001
46,Brass,C360,36x72,21,0.0329,4.47,36.0,72.0,0.307,85.2768,26.179977599999997,1204.2789696,5383.126994112
23,Stainless Steel,304 2B,48x96,28,0.0149,3.28,48.0,96.0,0.289,68.6592,19.842508799999997,456.3777023999999,1496.9188638719997
47,Cold Rolled Steel,A366,48x96,21,0.0329,0.53,48.0,96.0,0.284,151.6032,43.05530879999999,2023.5995135999997,1072.5077422079999
19,Cold Rolled Steel,A1008,24x48,10,0.1345,0.55,24.0,48.0,0.284,154.94400000000002,44.004096000000004,836.0778240000001,459.8428032000001
41,Hot Rolled Steel,A1011,48x144,10,0.1345,0.8,48.0,144.0,0.284,929.6640000000001,264.024576,10825.007616,8660.0060928
23,Hot Rolled Steel,A36,48x72,22,0.0299,0.74,48.0,72.0,0.284,103.3344,29.346969599999998,674.9803007999999,499.4854225919999
34,Galvanized Steel,G60,60x120,26,0.0179,0.77,60.0,120.0,0.284,128.88,36.60191999999999,1244.4652799999997,958.2382655999997
13,Galvanized Steel,G60,36x96,20,0.0359,0.71,36.0,96.0,0.284,124.0704,35.2359936,458.06791680000003,325.228220928
8,Galvanized Steel,G90,48x72,26,0.0179,0.8,48.0,72.0,0.284,61.862399999999994,17.568921599999996,140.55137279999997,112.44109823999997
40,Brass,C360,48x96,17,0.056,4.22,48.0,96.0,0.307,258.048,79.220736,3168.82944,13372.4602368
30,Copper,C110,48x144,23,0.0269,5.68,48.0,144.0,0.321,185.93280000000001,59.684428800000006,1790.5328640000002,10170.22666752
23,Cold Rolled Steel,A366,60x144,18,0.0478,0.46,60.0,144.0,0.284,412.992,117.289728,2697.663744,1240.92532224
20,Hot Rolled Steel,A1011,72x144,29,0.0135,0.86,72.0,144.0,0.284,139.968,39.75091199999999,795.0182399999999,683.7156863999999
2,Stainless Steel,304 #4 Finish,36x96,10,0.1345,4.14,36.0,96.0,0.289,464.83200000000005,134.33644800000002,268.67289600000004,1112.3057894400001
34,Hot Rolled Steel,A36,36x72,18,0.0478,0.61,36.0,72.0,0.284,123.89760000000001,35.1869184,1196.3552256,729.776687616
18,Stainless Steel,304 #4 Finish,48x144,11,0.1196,3.78,48.0,144.0,0.289,826.6752,238.90913279999998,4300.3643904,16255.377395712
29,Galvanized Steel,G60,72x144,22,0.0299,1.04,72.0,144.0,0.284,310.0032,88.0409088,2553.1863552,2655.313809408
44,Stainless Steel,316L,48x96,21,0.0329,3.62,48.0,96.0,0.289,151.6032,43.81332479999999,1927.7862911999996,6978.586374143999
38,Aluminum,3003-H14,60x144,29,0.0135,2.6,60.0,144.0,0.098,116.64,11.43072,434.36736,1129.3551360000001
2,Hot Rolled Steel,A36,24x48,19,0.0418,0.93,24.0,48.0,0.284,48.1536,13.675622399999998,27.351244799999996,25.436657664
26,Hot Rolled Steel,A36,36x72,28,0.0149,0.94,36.0,72.0,0.284,38.6208,10.9683072,285.1759872,268.065427968
50,Aluminized Steel,Type 2,60x120,28,0.0149,0.98,60.0,120.0,0.284,107.28,30.467519999999997,1523.3759999999997,1492.9084799999998
35,Copper,C122,24x48,23,0.0269,5.63,24.0,48.0,0.321,30.9888,9.947404800000001,348.159168,1960.13611584
44,Copper,C110,48x96,22,0.0299,5.04,48.0,96.0,0.321,137.7792,44.2271232,1945.9934208,9807.806840832
32,Hot Rolled Steel,A1011,48x96,10,0.1345,0.76,48.0,96.0,0.284,619.7760000000001,176.01638400000002,5632.5242880000005,4280.71845888
49,Stainless Steel,316L,48x120,16,0.0595,2.83,48.0,120.0,0.289,342.71999999999997,99.04607999999999,4853.257919999999,13734.719913599998
46,Cold Rolled Steel,A366,36x96,20,0.0359,0.52,36.0,96.0,0.284,124.0704,35.2359936,1620.8557056,842.844966912
21,Hot Rolled Steel,A1011,24x48,18,0.0478,0.61,24.0,48.0,0.284,55.0656,15.6386304,328.4112384,200.330855424
19,Aluminum,6061-T6,60x144,22,0.0299,2.44,60.0,144.0,0.098,258.336,25.316928,481.021632,1173.69278208
36,Hot Rolled Steel,A36,48x120,21,0.0329,0.9,48.0,120.0,0.284,189.504,53.81913599999999,1937.4888959999998,1743.7400063999999
30,Brass,C360,48x72,27,0.0164,4.32,48.0,72.0,0.307,56.6784,17.4002688,522.008064,2255.07483648
2,Aluminum,6061-T6,36x72,14,0.0747,2.6,36.0,72.0,0.098,193.6224,18.974995200000002,37.949990400000004,98.66997504000001
12,Galvanized Steel,G60,48x144,22,0.0299,0.68,48.0,144.0,0.284,206.6688,58.693939199999996,704.3272704,478.94254387200004
3,Aluminized Steel,Type 2,48x96,28,0.0149,1.09,48.0,96.0,0.284,68.6592,19.4992128,58.4976384,63.76242585600001
16,Cold Rolled Steel,A366,72x144,26,0.0179,0.84,72.0,144.0,0.284,185.5872,52.706764799999995,843.3082367999999,708.3789189119999
40,Stainless Steel,316L,48x144,16,0.0595,3.21,48.0,144.0,0.289,411.264,118.855296,4754.21184,15261.0200064
20,Cold Rolled Steel,A366,48x144,17,0.056,0.57,48.0,144.0,0.284,387.072,109.92844799999999,2198.5689599999996,1253.1843071999997
39,Aluminum,6061-T6,72x144,11,0.1196,3.02,72.0,144.0,0.098,1240.0128,121.5212544,4739.3289216,14312.773343232
16,Cold Rolled Steel,A366,36x72,29,0.0135,0.64,36.0,72.0,0.284,34.992,9.937727999999998,159.00364799999997,101.76233471999998
6,Hot Rolled Steel,A1011,48x96,14,0.0747,0.65,48.0,96.0,0.284,344.2176,97.7577984,586.5467904,381.25541376
12,Stainless Steel,316L,60x144,21,0.0329,4.05,60.0,144.0,0.289,284.256,82.14998399999999,985.7998079999999,3992.489222399999
31,Cold Rolled Steel,A1008,36x120,22,0.0299,0.62,36.0,120.0,0.284,129.168,36.683712,1137.195072,705.06094464
23,Aluminized Steel,Type 1,72x144,22,0.0299,1.07,72.0,144.0,0.284,310.0032,88.0409088,2024.9409024,2166.686765568
11,Hot Rolled Steel,A1011,48x144,17,0.056,0.74,48.0,144.0,0.284,387.072,109.92844799999999,1209.212928,894.81756672
29,Brass,C260,48x96,16,0.0595,4.98,48.0,96.0,0.307,274.176,84.172032,2440.988928,12156.124861440003
38,Copper,C110,36x72,21,0.0329,5.58,36.0,72.0,0.321,85.2768,27.373852799999998,1040.2064063999999,5804.351747711999
4,Copper,C122,24x48,17,0.056,5.62,24.0,48.0,0.321,64.512,20.708352,82.833408,465.52375296
4,Aluminum,3003-H14,36x96,29,0.0135,2.38,36.0,96.0,0.098,46.656,4.572288,18.289152,43.52818176
47,Stainless Steel,304 #4 Finish,36x120,12,0.1046,3.74,36.0,120.0,0.289,451.872,130.591008,6137.777375999999,22955.287386239997
16,Galvanized Steel,G60,60x120,12,0.1046,0.88,60.0,120.0,0.284,753.12,213.88608,3422.17728,3011.5160063999997
22,Copper,C122,48x120,20,0.0359,5.3,48.0,120.0,0.321,206.78400000000002,66.37766400000001,1460.3086080000003,7739.635622400001
16,Cold Rolled Steel,A1008,72x144,29,0.0135,0.69,72.0,144.0,0.284,139.968,39.75091199999999,636.0145919999999,438.8500684799999
27,Hot Rolled Steel,A36,48x144,20,0.0359,0.61,48.0,144.0,0.284,248.1408,70.4719872,1902.7436544,1160.673629184
46,Cold Rolled Steel,A366,48x120,25,0.0209,0.53,48.0,120.0,0.284,120.38399999999999,34.189055999999994,1572.6965759999998,833.52918528
27,Stainless Steel,304 #4 Finish,60x120,18,0.0478,4.03,60.0,120.0,0.289,344.16,99.46224,2685.4804799999997,10822.486334399999
50,Hot Rolled Steel,A36,36x120,19,0.0418,0.89,36.0,120.0,0.284,180.576,51.28358399999999,2564.1791999999996,2282.119488
18,Aluminum,6061-T6,24x48,18,0.0478,2.31,24.0,48.0,0.098,55.0656,5.396428800000001,97.13571840000002,224.38350950400005
14,Hot Rolled Steel,A1011,36x120,20,0.0359,0.85,36.0,120.0,0.284,155.088,44.04499199999999,616.6298879999999,524.1354048
50,Cold Rolled Steel,A1008,48x120,26,0.0179,0.78,48.0,120.0,0.284,103.104,29.281535999999996,1464.0767999999998,1141.9799039999998
14,Hot Rolled Steel,A36,48x120,25,0.0209,0.83,48.0,120.0,0.284,120.38399999999999,34.189055999999994,478.6467839999999,397.2768307199999
45,Copper,C122,48x96,22,0.0299,5.52,48.0,96.0,0.321,137.7792,44.2271232,1990.220544,10986.01740288
14,Stainless Steel,316L,36x120,18,0.0478,2.82,36.0,120.0,0.289,206.496,59.677344,835.482816,2356.0615411199997
14,Cold Rolled Steel,A1008,60x144,14,0.0747,0.48,60.0,144.0,0.284,645.408,183.29587199999997,2566.1422079999998,1231.74825984
30,Aluminum,6061-T6,72x144,16,0.0595,3.27,72.0,144.0,0.098,616.896,60.455808,1813.6742399999998,5930.714764799999
38,Stainless Steel,304 #4 Finish,48x96,11,0.1196,4.15,48.0,96.0,0.289,551.1168,159.2727552,6052.3646976,25117.31349504
30,Cold Rolled Steel,A1008,48x120,11,0.1196,0.66,48.0,120.0,0.284,688.896,195.64646399999998,5869.3939199999995,3873.7999872
9,Copper,C122,72x144,27,0.0164,5.85,72.0,144.0,0.321,170.0352,54.581299200000004,491.2316928,2873.70540288
10,Stainless Steel,304 #4 Finish,72x144,22,0.0299,2.93,72.0,144.0,0.289,310.0032,89.5909248,895.9092479999999,2625.01409664
7,Aluminum,3003-H14,60x120,16,0.0595,2.21,60.0,120.0,0.098,428.4,41.9832,293.88239999999996,649.4801039999999
15,Aluminum,3003-H14,60x120,22,0.0299,2.9,60.0,120.0,0.098,215.28,21.097440000000002,316.46160000000003,917.73864
40,Brass,C360,48x120,26,0.0179,4.51,48.0,120.0,0.307,103.104,31.652928,1266.1171199999999,5710.188211199999
39,Brass,C260,48x144,11,0.1196,3.86,48.0,144.0,0.307,826.6752,253.7892864,9897.782169600001,38205.439174656
3,Aluminum,3003-H14,24x48,14,0.0747,3.3,24.0,48.0,0.098,86.0544,8.4333312,25.2999936,83.48997888
13,Aluminum,3003-H14,48x96,12,0.1046,2.3,48.0,96.0,0.098,481.9968,47.235686400000006,614.0639232000001,1412.34702336
22,Hot Rolled Steel,A36,24x48,25,0.0209,0.94,24.0,48.0,0.284,24.0768,6.837811199999999,150.43184639999998,141.40593561599997
19,Hot Rolled Steel,A1011,60x144,16,0.0595,0.56,60.0,144.0,0.284,514.0799999999999,145.99871999999996,2773.975679999999,1553.4263807999996
47,Galvanized Steel,G60,60x144,10,0.1345,0.74,60.0,144.0,0.284,1162.0800000000002,330.03072000000003,15511.443840000002,11478.468441600002
28,Hot Rolled Steel,A36,60x144,23,0.0269,0.86,60.0,144.0,0.284,232.416,66.00614399999999,1848.1720319999997,1589.4279475199996
37,Aluminized Steel,Type 2,48x120,16,0.0595,0.93,48.0,120.0,0.284,342.71999999999997,97.33247999999999,3601.30176,3349.2106368
23,Galvanized Steel,G60,72x144,21,0.0329,0.96,72.0,144.0,0.284,341.1072,96.87444479999999,2228.1122304,2138.987741184
21,Cold Rolled Steel,A1008,24x48,23,0.0269,0.48,24.0,48.0,0.284,30.9888,8.8008192,184.8172032,88.712257536
29,Stainless Steel,304 #4 Finish,48x120,10,0.1345,3.04,48.0,120.0,0.289,774.72,223.89408,6492.92832,19738.5020928
13,Galvanized Steel,G60,48x72,29,0.0135,0.98,48.0,72.0,0.284,46.656,13.250303999999998,172.25395199999997,168.80887295999997
20,Stainless Steel,304 #4 Finish,72x144,25,0.0209,3.06,72.0,144.0,0.289,216.69119999999998,62.62375679999999,1252.4751359999998,3832.5739161599995
4,Copper,C110,36x72,20,0.0359,5.07,36.0,72.0,0.321,93.0528,29.869948800000003,119.47979520000001,605.7625616640001
41,Cold Rolled Steel,A1008,36x96,16,0.0595,0.52,36.0,96.0,0.284,205.632,58.399488,2394.379008,1245.07708416
3,Copper,C122,36x96,14,0.0747,5.49,36.0,96.0,0.321,258.1632,82.87038720000001,248.61116160000003,1364.8752771840002
11,Hot Rolled Steel,A36,48x144,11,0.1196,0.72,48.0,144.0,0.284,826.6752,234.77575679999998,2582.5333247999997,1859.4239938559997
46,Hot Rolled Steel,A1011,48x96,20,0.0359,0.71,48.0,96.0,0.284,165.4272,46.981324799999996,2161.1409408,1534.4100679679998
13,Aluminized Steel,Type 1,36x96,21,0.0329,1.19,36.0,96.0,0.284,113.7024,32.2914816,419.78926079999997,499.54922035199996
3,Galvanized Steel,G60,60x144,14,0.0747,1.02,60.0,144.0,0.284,645.408,183.29587199999997,549.887616,560.88536832
24,Brass,C260,36x96,14,0.0747,4.59,36.0,96.0,0.307,258.1632,79.2561024,1902.1464576,8730.852240384
37,Aluminized Steel,Type 2,36x96,20,0.0359,1.11,36.0,96.0,0.284,124.0704,35.2359936,1303.7317632,1447.142257152
48,Stainless Steel,304 2B,60x120,18,0.0478,3.34,60.0,120.0,0.289,344.16,99.46224,4774.1875199999995,15945.786316799999
15,Cold Rolled Steel,A366,48x96,10,0.1345,0.67,48.0,96.0,0.284,619.7760000000001,176.01638400000002,2640.2457600000002,1768.9646592000004
25,Stainless Steel,316L,48x144,26,0.0179,2.91,48.0,144.0,0.289,123.72479999999999,35.756467199999996,893.9116799999999,2601.2829888
14,Hot Rolled Steel,A1011,48x120,29,0.0135,0.92,48.0,120.0,0.284,77.76,22.08384,309.17375999999996,284.4398592
8,Cold Rolled Steel,A1008,24x48,16,0.0595,0.83,24.0,48.0,0.284,68.544,19.466495999999996,155.73196799999997,129.25753343999997
47,Galvanized Steel,G90,24x48,11,0.1196,1.02,24.0,48.0,0.284,137.7792,39.129292799999995,1839.0767615999998,1875.858296832
15,Cold Rolled Steel,A366,60x144,29,0.0135,0.47,60.0,144.0,0.284,116.64,33.12576,496.8864,233.53660799999997
26,Aluminized Steel,Type 2,24x48,16,0.0595,1.22,24.0,48.0,0.284,68.544,19.466495999999996,506.1288959999999,617.4772531199999
41,Hot Rolled Steel,A1011,48x144,27,0.0164,0.7,48.0,144.0,0.284,113.3568,32.193331199999996,1319.9265791999999,923.9486054399998
12,Brass,C360,48x72,23,0.0269,4.51,48.0,72.0,0.307,92.96640000000001,28.5406848,342.4882176,1544.621861376
1,Aluminum,5052-H32,48x120,26,0.0179,2.7,48.0,120.0,0.098,103.104,10.104192000000001,10.104192000000001,27.281318400000004
17,Stainless Steel,316L,48x72,14,0.0747,3.3,48.0,72.0,0.289,258.1632,74.6091648,1268.3558016,4185.574145279999
38,Cold Rolled Steel,A1008,36x72,26,0.0179,0.8,36.0,72.0,0.284,46.3968,13.176691199999999,500.7142656,400.57141248
21,Hot Rolled Steel,A1011,72x144,21,0.0329,0.86,72.0,144.0,0.284,341.1072,96.87444479999999,2034.3633407999998,1749.552473088
5,Brass,C360,48x96,18,0.0478,3.75,48.0,96.0,0.307,220.2624,67.6205568,338.10278400000004,1267.8854400000002
13,Aluminized Steel,Type 2,36x96,23,0.0269,1.2,36.0,96.0,0.284,92.96640000000001,26.402457599999998,343.2319488,411.87833856
39,Stainless Steel,316L,24x48,10,0.1345,3.12,24.0,48.0,0.289,154.94400000000002,44.778816,1746.373824,5448.68633088
39,Hot Rolled Steel,A36,48x120,11,0.1196,0.84,48.0,120.0,0.284,688.896,195.64646399999998,7630.212095999999,6409.378160639999
29,Aluminum,5052-H32,72x144,27,0.0164,2.17,72.0,144.0,0.098,170.0352,16.6634496,483.2400384,1048.630883328
11,Stainless Steel,304 #4 Finish,36x96,21,0.0329,3.01,36.0,96.0,0.289,113.7024,32.859993599999996,361.45992959999995,1087.9943880959997
6,Galvanized Steel,G60,48x144,23,0.0269,1.05,48.0,144.0,0.284,185.93280000000001,52.804915199999996,316.8294912,332.67096576
33,Brass,C360,48x120,12,0.1046,3.8,48.0,120.0,0.307,602.496,184.966272,6103.886976,23194.770508799997
38,Aluminum,3003-H14,36x72,14,0.0747,2.35,36.0,72.0,0.098,193.6224,18.974995200000002,721.0498176000001,1694.4670713600003
49,Stainless Steel,316L,48x72,27,0.0164,3.66,48.0,72.0,0.289,56.6784,16.3800576,802.6228224,2937.599529984
7,Hot Rolled Steel,A1011,60x144,26,0.0179,0.7,60.0,144.0,0.284,154.656,43.922304,307.456128,215.21928959999997
42,Hot Rolled Steel,A36,48x144,11,0.1196,0.58,48.0,144.0,0.284,826.6752,234.77575679999998,9860.5817856,5719.137435647999
11,Aluminum,3003-H14,48x72,26,0.0179,2.64,48.0,72.0,0.098,61.862399999999994,6.0625152,66.68766719999999,176.05544140799998
18,Aluminized Steel,Type 2,48x144,22,0.0299,1.19,48.0,144.0,0.284,206.6688,58.693939199999996,1056.4909056,1257.2241776639999
30,Stainless Steel,304 #4 Finish,36x72,10,0.1345,3.22,36.0,72.0,0.289,348.624,100.752336,3022.57008,9732.6756576
5,Aluminized Steel,Type 1,24x48,16,0.0595,0.91,24.0,48.0,0.284,68.544,19.466495999999996,97.33247999999998,88.57255679999999
30,Brass,C360,48x96,24,0.0239,3.75,48.0,96.0,0.307,110.1312,33.8102784,1014.308352,3803.65632
7,Aluminum,6061-T6,60x120,18,0.0478,2.38,60.0,120.0,0.098,344.16,33.72768000000001,236.09376000000003,561.9031488
25,Aluminum,6061-T6,36x72,16,0.0595,2.26,36.0,72.0,0.098,154.224,15.113952,377.8488,853.9382879999998
46,Cold Rolled Steel,A1008,36x72,25,0.0209,0.69,36.0,72.0,0.284,54.172799999999995,15.385075199999998,707.7134591999999,488.32228684799986
30,Galvanized Steel,G90,48x120,25,0.0209,0.98,48.0,120.0,0.284,120.38399999999999,34.189055999999994,1025.67168,1005.1582463999999
17,Stainless Steel,304 #4 Finish,36x120,26,0.0179,3.73,36.0,120.0,0.289,77.328,22.347792,379.912464,1417.0734907199999
37,Copper,C110,60x144,11,0.1196,5.2,60.0,144.0,0.321,1033.344,331.70342400000004,12273.026688000002,63819.73877760001
47,Aluminum,6061-T6,36x72,25,0.0209,3.03,36.0,72.0,0.098,54.172799999999995,5.3089344,249.5199168,756.045347904
7,Galvanized Steel,G90,72x144,20,0.0359,0.89,72.0,144.0,0.284,372.2112,105.7079808,739.9558656,658.5607203840001
50,Copper,C110,36x72,12,0.1046,5.37,36.0,72.0,0.321,271.1232,87.0305472,4351.52736,23367.701923200002
19,Brass,C360,48x144,20,0.0359,4.67,48.0,144.0,0.307,248.1408,76.17922560000001,1447.4052864000003,6759.3826874880015
24,Aluminum,5052-H32,36x120,14,0.0747,2.05,36.0,120.0,0.098,322.704,31.624992000000002,758.999808,1555.9496064
38,Galvanized Steel,G60,48x96,22,0.0299,0.72,48.0,96.0,0.284,137.7792,39.129292799999995,1486.9131263999998,1070.5774510079998
31,Stainless Steel,316L,48x96,20,0.0359,3.54,48.0,96.0,0.289,165.4272,47.8084608,1482.0622848,5246.500488192
11,Cold Rolled Steel,A366,48x120,10,0.1345,0.72,48.0,120.0,0.284,774.72,220.02048,2420.22528,1742.5622016
49,Stainless Steel,304 #4 Finish,36x72,23,0.0269,3.79,36.0,72.0,0.289,69.7248,20.150467199999998,987.3728927999999,3742.1432637119997
16,Hot Rolled Steel,A1011,60x144,10,0.1345,0.89,60.0,144.0,0.284,1162.0800000000002,330.03072000000003,5280.4915200000005,4699.637452800001
2,Aluminized Steel,Type 1,24x48,22,0.0299,1.04,24.0,48.0,0.284,34.4448,9.782323199999999,19.564646399999997,20.347232255999998
23,Copper,C110,72x144,26,0.0179,4.69,72.0,144.0,0.321,185.5872,59.5734912,1370.1902976,6426.192495744
25,Stainless Steel,304 2B,72x144,29,0.0135,4.09,72.0,144.0,0.289,139.968,40.450751999999994,1011.2687999999998,4136.089391999999
18,Aluminum,5052-H32,60x120,20,0.0359,2.1,60.0,120.0,0.098,258.48,25.33104,455.95872,957.5133120000002
49,Copper,C110,60x120,14,0.0747,5.45,60.0,120.0,0.321,537.84,172.64664000000002,8459.685360000001,46105.28521200001
5,Stainless Steel,304 2B,48x72,12,0.1046,3.38,48.0,72.0,0.289,361.4976,104.47280639999998,522.364032,1765.5904281599999
16,Stainless Steel,304 #4 Finish,48x72,26,0.0179,3.53,48.0,72.0,0.289,61.862399999999994,17.878233599999998,286.05173759999997,1009.7626337279999
46,Galvanized Steel,G90,72x144,16,0.0595,0.67,72.0,144.0,0.284,616.896,175.19846399999997,8059.129343999999,5399.61666048
21,Aluminum,6061-T6,48x72,21,0.0329,2.1,48.0,72.0,0.098,113.7024,11.1428352,233.99953920000002,491.39903232000006
3,Aluminum,5052-H32,60x120,22,0.0299,2.67,60.0,120.0,0.098,215.28,21.097440000000002,63.292320000000004,168.99049440000002
49,Hot Rolled Steel,A1011,36x96,27,0.0164,0.84,36.0,96.0,0.284,56.6784,16.096665599999998,788.7366143999999,662.5387560959999
30,Aluminized Steel,Type 1,48x120,18,0.0478,1.15,48.0,120.0,0.284,275.32800000000003,78.193152,2345.79456,2697.6637439999995
46,Aluminized Steel,Type 1,36x72,12,0.1046,1.13,36.0,72.0,0.284,271.1232,76.99898879999999,3541.9534848,4002.4074378239993
26,Hot Rolled Steel,A36,24x48,11,0.1196,0.58,24.0,48.0,0.284,137.7792,39.129292799999995,1017.3616127999999,590.0697354239999
2,Brass,C260,48x72,27,0.0164,5.02,48.0,72.0,0.307,56.6784,17.4002688,34.8005376,174.69869875199998
22,Galvanized Steel,G60,48x96,12,0.1046,0.86,48.0,96.0,0.284,481.9968,136.8870912,3011.5160063999997,2589.9037655039997
45,Brass,C260,60x144,22,0.0299,4.16,60.0,144.0,0.307,258.336,79.309152,3568.9118399999998,14846.673254399999
28,Galvanized Steel,G90,36x120,19,0.0418,1.0,36.0,120.0,0.284,180.576,51.28358399999999,1435.9403519999996,1435.9403519999996
34,Copper,C122,60x120,20,0.0359,5.69,60.0,120.0,0.321,258.48,82.97208,2821.05072,16051.778596800003
34,Copper,C122,48x96,23,0.0269,5.42,48.0,96.0,0.321,123.9552,39.789619200000004,1352.8470528000003,7332.431026176001
41,Copper,C110,48x120,29,0.0135,4.83,48.0,120.0,0.321,77.76,24.960960000000004,1023.3993600000001,4943.018908800001
5,Galvanized Steel,G60,48x72,10,0.1345,0.69,48.0,72.0,0.284,464.83200000000005,132.012288,660.0614400000001,455.4423936
27,Stainless Steel,304 2B,60x144,21,0.0329,3.65,60.0,144.0,0.289,284.256,82.14998399999999,2218.049568,8095.880923199999
29,Cold Rolled Steel,A1008,36x96,10,0.1345,0.85,36.0,96.0,0.284,464.83200000000005,132.012288,3828.3563520000002,3254.1028992
42,Aluminum,3003-H14,60x144,20,0.0359,2.58,60.0,144.0,0.098,310.176,30.397248,1276.684416,3293.84579328
36,Stainless Steel,304 #4 Finish,72x144,23,0.0269,3.89,72.0,144.0,0.289,278.8992,80.60186879999999,2901.6672768,11287.485706752
49,Stainless Steel,316L,60x144,16,0.0595,2.83,60.0,144.0,0.289,514.0799999999999,148.56911999999997,7279.886879999998,20602.079870399997
19,Galvanized Steel,G90,36x72,12,0.1046,0.71,36.0,72.0,0.284,271.1232,76.99898879999999,1462.9807872,1038.7163589119998
15,Stainless Steel,316L,36x96,10,0.1345,3.47,36.0,96.0,0.289,464.83200000000005,134.33644800000002,2015.0467200000003,6992.212118400002
39,Stainless Steel,316L,24x48,29,0.0135,3.14,24.0,48.0,0.289,15.552,4.494528,175.28659199999998,550.39989888
48,Aluminized Steel,Type 2,48x120,20,0.0359,1.06,48.0,120.0,0.284,206.78400000000002,58.726656,2818.879488,2988.01225728
44,Copper,C110,36x72,20,0.0359,5.32,36.0,72.0,0.321,93.0528,29.869948800000003,1314.2777472000002,6991.957615104002
7,Galvanized Steel,G90,36x120,10,0.1345,0.9,36.0,120.0,0.284,581.0400000000001,165.01536000000002,1155.10752,1039.596768
16,Brass,C260,36x72,27,0.0164,4.95,36.0,72.0,0.307,42.5088,13.0502016,208.8032256,1033.57596672
17,Galvanized Steel,G60,48x72,18,0.0478,0.66,48.0,72.0,0.284,165.1968,46.9158912,797.5701504,526.396299264
19,Aluminized Steel,Type 2,60x120,22,0.0299,1.2,60.0,120.0,0.284,215.28,61.13952,1161.65088,1393.9810559999999
11,Hot Rolled Steel,A36,36x96,22,0.0299,0.63,36.0,96.0,0.284,103.3344,29.346969599999998,322.81666559999996,203.37449932799998
8,Cold Rolled Steel,A1008,48x96,26,0.0179,0.47,48.0,96.0,0.284,82.4832,23.425228799999996,187.40183039999997,88.07886028799997
40,Brass,C260,72x144,19,0.0418,3.75,72.0,144.0,0.307,433.38239999999996,133.04839679999998,5321.935871999999,19957.259519999996
24,Stainless Steel,316L,36x72,12,0.1046,2.94,36.0,72.0,0.289,271.1232,78.35460479999999,1880.5105151999996,5528.700914687999
32,Aluminum,5052-H32,24x48,12,0.1046,1.89,24.0,48.0,0.098,120.4992,11.808921600000001,377.88549120000005,714.2035783680001
36,Hot Rolled Steel,A36,24x48,14,0.0747,0.69,24.0,48.0,0.284,86.0544,24.4394496,879.8201856,607.0759280639999
24,Galvanized Steel,G60,48x72,23,0.0269,0.79,48.0,72.0,0.284,92.96640000000001,26.402457599999998,633.6589824,500.590596096
15,Cold Rolled Steel,A1008,36x96,24,0.0239,0.72,36.0,96.0,0.284,82.5984,23.4579456,351.86918399999996,253.34581247999995
33,Stainless Steel,316L,36x72,24,0.0239,3.9,36.0,72.0,0.289,61.948800000000006,17.9032032,590.8057056,2304.14225184
25,Brass,C260,48x96,11,0.1196,4.23,48.0,96.0,0.307,551.1168,169.1928576,4229.82144,17892.1446912
12,Stainless Steel,304 2B,48x96,14,0.0747,3.21,48.0,96.0,0.289,344.2176,99.4788864,1193.7466368,3831.926704128
45,Cold Rolled Steel,A366,24x48,12,0.1046,0.56,24.0,48.0,0.284,120.4992,34.2217728,1539.979776,862.38867456
31,Brass,C360,36x96,22,0.0299,3.67,36.0,96.0,0.307,103.3344,31.7236608,983.4334848000001,3609.200889216
30,Cold Rolled Steel,A1008,48x144,22,0.0299,0.77,48.0,144.0,0.284,206.6688,58.693939199999996,1760.8181759999998,1355.8299955199998
22,Brass,C360,24x48,19,0.0418,4.19,24.0,48.0,0.307,48.1536,14.7831552,325.2294144,1362.7112463360002
16,Aluminized Steel,Type 2,36x120,28,0.0149,1.25,36.0,120.0,0.284,64.368,18.280511999999998,292.48819199999997,365.61024
39,Aluminized Steel,Type 2,48x144,16,0.0595,1.08,48.0,144.0,0.284,411.264,116.798976,4555.160064,4919.57286912
10,Copper,C122,36x120,16,0.0595,5.17,36.0,120.0,0.321,257.03999999999996,82.50984,825.0984,4265.758728
15,Cold Rolled Steel,A366,24x48,11,0.1196,0.62,24.0,48.0,0.284,137.7792,39.129292799999995,586.9393919999999,363.9024230399999
