Quantity,Material,Grade,Stock Length (in),Cost per Stock Length (USD),Weight (lbs/ft),Total Length (ft),Total Weight (lb),Cost Per lb (USD),Total Cost
14,C8x18 Channel,ASTM A992,240,210,18.0,280.0,5040.0,0.5833333333333334,2940
44,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,480,540,4.0,1760.0,7040.0,3.375,23760
24,C8x18 Channel,ASTM A500 Grade C,120,110,18.0,240.0,4320.0,0.6111111111111112,2640
34,L6x6x1/2 Angle,ASTM A572 Grade 50,240,160,6.0,680.0,4080.0,1.3333333333333333,5440
1,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,480,1000,8.0,40.0,320.0,3.125,1000
44,W14x30 Wide Flange Beam,ASTM A992,120,350,30.0,440.0,13200.0,1.1666666666666667,15400
45,L8x8x3/8 Angle,ASTM A572 Grade 60,120,100,8.0,450.0,3600.0,1.25,4500
10,W10x30 Wide Flange Beam,ASTM A588,120,400,30.0,100.0,3000.0,1.3333333333333333,4000
46,C10x15.3 Channel,ASTM A36,120,150,15.3,460.0,7038.0,0.9803921568627451,6900
47,W6x12 Wide Flange Beam,ASTM A500 Grade B,480,600,12.0,1880.0,22560.0,1.25,28200
14,L6x6x1/2 Angle,ASTM A588,120,80,6.0,140.0,840.0,1.3333333333333333,1120
14,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,480,650,5.0,560.0,2800.0,3.25,9100
11,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,240,380,6.0,220.0,1320.0,3.1666666666666665,4180
1,C10x25 Channel,ASTM A36,120,130,25.0,10.0,250.0,0.52,130
35,C8x11.5 Channel,ASTM A572 Grade 50,240,220,11.5,700.0,8050.0,0.9565217391304348,7700
49,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,480,720,6.0,1960.0,11760.0,3.0,35280
22,W12x50 Wide Flange Beam,ASTM A36,480,1200,50.0,880.0,44000.0,0.6,26400
11,W12x50 Wide Flange Beam,ASTM A36,480,1200,50.0,440.0,22000.0,0.6,13200
40,W10x22 Wide Flange Beam,ASTM A588,120,250,22.0,400.0,8800.0,1.1363636363636365,10000
6,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,120,300,8.0,60.0,480.0,3.75,1800
43,W8x18 Wide Flange Beam,ASTM A500 Grade C,480,650,18.0,1720.0,30960.0,0.9027777777777778,27950
5,C12x20 Channel,ASTM A500 Grade B,120,100,20.0,50.0,1000.0,0.5,500
35,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,480,540,4.0,1400.0,5600.0,3.375,18900
46,W12x50 Wide Flange Beam,ASTM A992,480,1200,50.0,1840.0,92000.0,0.6,55200
3,L8x8x3/8 Angle,ASTM A992,240,190,8.0,60.0,480.0,1.1875,570
2,C10x15.3 Channel,ASTM A992,480,500,15.3,80.0,1224.0,0.8169934640522876,1000
26,C8x18 Channel,ASTM A992,480,400,18.0,1040.0,18720.0,0.5555555555555556,10400
41,W8x18 Wide Flange Beam,ASTM A36,120,200,18.0,410.0,7380.0,1.1111111111111112,8200
15,L6x6x1/2 Angle,ASTM A500 Grade B,240,160,6.0,300.0,1800.0,1.3333333333333333,2400
33,L3x3x1/4 Angle,ASTM A992,120,40,3.0,330.0,990.0,1.3333333333333333,1320
14,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,140.0,2142.0,0.9803921568627451,2100
46,W10x30 Wide Flange Beam,ASTM A36,120,400,30.0,460.0,13800.0,1.3333333333333333,18400
5,C4x7.5 Channel,ASTM A36,120,90,7.5,50.0,375.0,1.2,450
25,C4x7.5 Channel,ASTM A709 Grade 50,240,160,7.5,500.0,3750.0,1.0666666666666667,4000
3,C10x25 Channel,ASTM A588,120,130,25.0,30.0,750.0,0.52,390
33,HSS6x6x3/8 Hollow Structural Section,ASTM A36,240,380,6.0,660.0,3960.0,3.1666666666666665,12540
36,C8x18 Channel,ASTM A500 Grade C,120,110,18.0,360.0,6480.0,0.6111111111111112,3960
9,C8x11.5 Channel,ASTM A992,480,400,11.5,360.0,4140.0,0.8695652173913043,3600
42,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,240,350,5.0,840.0,4200.0,3.5,14700
19,C10x15.3 Channel,ASTM A500 Grade C,120,150,15.3,190.0,2907.0,0.9803921568627451,2850
16,W8x18 Wide Flange Beam,ASTM A992,240,350,18.0,320.0,5760.0,0.9722222222222222,5600
48,W10x22 Wide Flange Beam,ASTM A500 Grade C,120,250,22.0,480.0,10560.0,1.1363636363636365,12000
14,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,120,150,4.0,140.0,560.0,3.75,2100
19,HSS5x5x1/4 Hollow Structural Section,ASTM A36,120,180,5.0,190.0,950.0,3.6,3420
50,C12x20 Channel,ASTM A500 Grade B,240,200,20.0,1000.0,20000.0,0.5,10000
27,C8x18 Channel,ASTM A500 Grade B,120,110,18.0,270.0,4860.0,0.6111111111111112,2970
36,W8x18 Wide Flange Beam,ASTM A572 Grade 50,480,650,18.0,1440.0,25920.0,0.9027777777777778,23400
9,C8x11.5 Channel,ASTM A500 Grade C,480,400,11.5,360.0,4140.0,0.8695652173913043,3600
40,W10x22 Wide Flange Beam,ASTM A500 Grade C,240,450,22.0,800.0,17600.0,1.0227272727272727,18000
34,C8x18 Channel,ASTM A709 Grade 50,480,400,18.0,1360.0,24480.0,0.5555555555555556,13600
20,HSS5x5x1/4 Hollow Structural Section,ASTM A992,240,350,5.0,400.0,2000.0,3.5,7000
44,W6x12 Wide Flange Beam,ASTM A992,240,320,12.0,880.0,10560.0,1.3333333333333333,14080
34,W14x30 Wide Flange Beam,ASTM A709 Grade 50,120,350,30.0,340.0,10200.0,1.1666666666666667,11900
12,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,480,1000,8.0,480.0,3840.0,3.125,12000
22,HSS8x8x1/2 Hollow Structural Section,ASTM A588,480,1000,8.0,880.0,7040.0,3.125,22000
49,L6x6x1/2 Angle,ASTM A572 Grade 60,480,320,6.0,1960.0,11760.0,1.3333333333333333,15680
45,C4x7.5 Channel,ASTM A500 Grade B,480,300,7.5,1800.0,13500.0,1.0,13500
1,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,120,180,5.0,10.0,50.0,3.6,180
49,C4x7.5 Channel,ASTM A500 Grade C,120,90,7.5,490.0,3675.0,1.2,4410
10,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,120,200,6.0,100.0,600.0,3.3333333333333335,2000
29,C8x18 Channel,ASTM A588,240,210,18.0,580.0,10440.0,0.5833333333333334,6090
9,HSS8x8x1/2 Hollow Structural Section,ASTM A36,480,1000,8.0,360.0,2880.0,3.125,9000
18,L4x4x1/4 Angle,ASTM A572 Grade 50,120,60,4.0,180.0,720.0,1.5,1080
4,L8x8x3/8 Angle,ASTM A709 Grade 50,480,380,8.0,160.0,1280.0,1.1875,1520
20,W12x50 Wide Flange Beam,ASTM A500 Grade B,240,650,50.0,400.0,20000.0,0.65,13000
4,C4x7.5 Channel,ASTM A36,240,160,7.5,80.0,600.0,1.0666666666666667,640
1,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,240,550,8.0,20.0,160.0,3.4375,550
31,C10x25 Channel,ASTM A500 Grade C,240,250,25.0,620.0,15500.0,0.5,7750
14,C10x25 Channel,ASTM A500 Grade B,120,130,25.0,140.0,3500.0,0.52,1820
50,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,240,280,4.0,1000.0,4000.0,3.5,14000
42,C12x20 Channel,ASTM A500 Grade C,120,100,20.0,420.0,8400.0,0.5,4200
27,C4x7.5 Channel,ASTM A500 Grade C,240,160,7.5,540.0,4050.0,1.0666666666666667,4320
42,C4x7.5 Channel,ASTM A500 Grade B,480,300,7.5,1680.0,12600.0,1.0,12600
44,W12x50 Wide Flange Beam,ASTM A709 Grade 50,120,350,50.0,440.0,22000.0,0.7,15400
44,L6x6x1/2 Angle,ASTM A572 Grade 50,120,80,6.0,440.0,2640.0,1.3333333333333333,3520
45,L4x4x1/4 Angle,ASTM A36,480,240,4.0,1800.0,7200.0,1.5,10800
3,W10x30 Wide Flange Beam,ASTM A709 Grade 50,480,1400,30.0,120.0,3600.0,1.1666666666666667,4200
20,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,200.0,4400.0,1.1363636363636365,5000
40,L8x8x3/8 Angle,ASTM A572 Grade 50,480,380,8.0,1600.0,12800.0,1.1875,15200
33,W14x30 Wide Flange Beam,ASTM A500 Grade C,240,650,30.0,660.0,19800.0,1.0833333333333333,21450
11,L4x4x1/4 Angle,ASTM A500 Grade B,240,120,4.0,220.0,880.0,1.5,1320
20,W12x50 Wide Flange Beam,ASTM A36,120,350,50.0,200.0,10000.0,0.7,7000
17,W6x12 Wide Flange Beam,ASTM A572 Grade 50,240,320,12.0,340.0,4080.0,1.3333333333333333,5440
46,W8x18 Wide Flange Beam,ASTM A709 Grade 50,240,350,18.0,920.0,16560.0,0.9722222222222222,16100
14,W12x50 Wide Flange Beam,ASTM A588,120,350,50.0,140.0,7000.0,0.7,4900
40,W8x18 Wide Flange Beam,ASTM A709 Grade 50,240,350,18.0,800.0,14400.0,0.9722222222222222,14000
45,W14x30 Wide Flange Beam,ASTM A36,120,350,30.0,450.0,13500.0,1.1666666666666667,15750
7,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,240,380,6.0,140.0,840.0,3.1666666666666665,2660
28,W6x12 Wide Flange Beam,ASTM A572 Grade 50,480,600,12.0,1120.0,13440.0,1.25,16800
4,L3x3x1/4 Angle,ASTM A588,240,80,3.0,80.0,240.0,1.3333333333333333,320
13,W6x12 Wide Flange Beam,ASTM A500 Grade B,480,600,12.0,520.0,6240.0,1.25,7800
8,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,240,550,8.0,160.0,1280.0,3.4375,4400
11,C4x7.5 Channel,ASTM A500 Grade C,120,90,7.5,110.0,825.0,1.2,990
32,L8x8x3/8 Angle,ASTM A709 Grade 50,480,380,8.0,1280.0,10240.0,1.1875,12160
36,W10x22 Wide Flange Beam,ASTM A709 Grade 50,240,450,22.0,720.0,15840.0,1.0227272727272727,16200
10,C10x15.3 Channel,ASTM A500 Grade B,480,500,15.3,400.0,6120.0,0.8169934640522876,5000
10,W10x22 Wide Flange Beam,ASTM A992,480,800,22.0,400.0,8800.0,0.9090909090909091,8000
9,C8x18 Channel,ASTM A500 Grade B,480,400,18.0,360.0,6480.0,0.5555555555555556,3600
10,W6x12 Wide Flange Beam,ASTM A709 Grade 50,120,180,12.0,100.0,1200.0,1.5,1800
26,L8x8x3/8 Angle,ASTM A572 Grade 60,240,190,8.0,520.0,4160.0,1.1875,4940
22,W14x30 Wide Flange Beam,ASTM A992,480,1200,30.0,880.0,26400.0,1.0,26400
2,W6x12 Wide Flange Beam,ASTM A588,240,320,12.0,40.0,480.0,1.3333333333333333,640
27,L3x3x1/4 Angle,ASTM A500 Grade B,120,40,3.0,270.0,810.0,1.3333333333333333,1080
48,HSS4x4x1/4 Hollow Structural Section,ASTM A36,480,540,4.0,1920.0,7680.0,3.375,25920
20,C12x20 Channel,ASTM A500 Grade C,480,380,20.0,800.0,16000.0,0.475,7600
27,W6x12 Wide Flange Beam,ASTM A572 Grade 60,240,320,12.0,540.0,6480.0,1.3333333333333333,8640
35,W10x30 Wide Flange Beam,ASTM A36,480,1400,30.0,1400.0,42000.0,1.1666666666666667,49000
28,C10x15.3 Channel,ASTM A992,480,500,15.3,1120.0,17136.0,0.8169934640522876,14000
33,C10x25 Channel,ASTM A500 Grade B,480,470,25.0,1320.0,33000.0,0.47,15510
45,C10x15.3 Channel,ASTM A36,120,150,15.3,450.0,6885.0,0.9803921568627451,6750
42,C10x25 Channel,ASTM A588,480,470,25.0,1680.0,42000.0,0.47,19740
8,W6x12 Wide Flange Beam,ASTM A500 Grade C,120,180,12.0,80.0,960.0,1.5,1440
6,L4x4x1/4 Angle,ASTM A992,480,240,4.0,240.0,960.0,1.5,1440
32,C8x11.5 Channel,ASTM A992,240,220,11.5,640.0,7360.0,0.9565217391304348,7040
10,W6x12 Wide Flange Beam,ASTM A572 Grade 60,120,180,12.0,100.0,1200.0,1.5,1800
42,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,240,380,6.0,840.0,5040.0,3.1666666666666665,15960
29,L3x3x1/4 Angle,ASTM A500 Grade C,480,160,3.0,1160.0,3480.0,1.3333333333333333,4640
38,C10x25 Channel,ASTM A588,240,250,25.0,760.0,19000.0,0.5,9500
41,C8x18 Channel,ASTM A588,240,210,18.0,820.0,14760.0,0.5833333333333334,8610
21,C12x20 Channel,ASTM A992,480,380,20.0,840.0,16800.0,0.475,7980
47,L8x8x3/8 Angle,ASTM A572 Grade 60,240,190,8.0,940.0,7520.0,1.1875,8930
7,W14x30 Wide Flange Beam,ASTM A709 Grade 50,240,650,30.0,140.0,4200.0,1.0833333333333333,4550
15,C10x15.3 Channel,ASTM A36,240,270,15.3,300.0,4590.0,0.8823529411764706,4050
12,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,650,5.0,480.0,2400.0,3.25,7800
44,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,880.0,44000.0,0.65,28600
24,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,480.0,2880.0,3.1666666666666665,9120
2,W14x30 Wide Flange Beam,ASTM A500 Grade B,480,1200,30.0,80.0,2400.0,1.0,2400
37,HSS4x4x1/4 Hollow Structural Section,ASTM A992,240,280,4.0,740.0,2960.0,3.5,10360
8,C4x7.5 Channel,ASTM A500 Grade C,120,90,7.5,80.0,600.0,1.2,720
4,C12x20 Channel,ASTM A500 Grade C,240,200,20.0,80.0,1600.0,0.5,800
2,W6x12 Wide Flange Beam,ASTM A588,240,320,12.0,40.0,480.0,1.3333333333333333,640
2,C12x20 Channel,ASTM A992,120,100,20.0,20.0,400.0,0.5,200
6,W12x50 Wide Flange Beam,ASTM A588,480,1200,50.0,240.0,12000.0,0.6,7200
14,L8x8x3/8 Angle,ASTM A588,480,380,8.0,560.0,4480.0,1.1875,5320
11,W10x22 Wide Flange Beam,ASTM A588,240,450,22.0,220.0,4840.0,1.0227272727272727,4950
46,L3x3x1/4 Angle,ASTM A500 Grade C,120,40,3.0,460.0,1380.0,1.3333333333333333,1840
21,L4x4x1/4 Angle,ASTM A588,480,240,4.0,840.0,3360.0,1.5,5040
36,W6x12 Wide Flange Beam,ASTM A992,120,180,12.0,360.0,4320.0,1.5,6480
39,W12x50 Wide Flange Beam,ASTM A500 Grade B,480,1200,50.0,1560.0,78000.0,0.6,46800
3,L6x6x1/2 Angle,ASTM A500 Grade B,120,80,6.0,30.0,180.0,1.3333333333333333,240
37,L4x4x1/4 Angle,ASTM A36,480,240,4.0,1480.0,5920.0,1.5,8880
10,C10x25 Channel,ASTM A588,120,130,25.0,100.0,2500.0,0.52,1300
20,L8x8x3/8 Angle,ASTM A500 Grade C,480,380,8.0,800.0,6400.0,1.1875,7600
31,W8x18 Wide Flange Beam,ASTM A500 Grade C,120,200,18.0,310.0,5580.0,1.1111111111111112,6200
46,L3x3x1/4 Angle,ASTM A572 Grade 50,480,160,3.0,1840.0,5520.0,1.3333333333333333,7360
14,C10x25 Channel,ASTM A572 Grade 60,120,130,25.0,140.0,3500.0,0.52,1820
31,W8x18 Wide Flange Beam,ASTM A36,480,650,18.0,1240.0,22320.0,0.9027777777777778,20150
50,HSS4x4x1/4 Hollow Structural Section,ASTM A36,480,540,4.0,2000.0,8000.0,3.375,27000
43,C4x7.5 Channel,ASTM A572 Grade 60,480,300,7.5,1720.0,12900.0,1.0,12900
26,HSS6x6x3/8 Hollow Structural Section,ASTM A588,480,720,6.0,1040.0,6240.0,3.0,18720
38,C8x11.5 Channel,ASTM A588,480,400,11.5,1520.0,17480.0,0.8695652173913043,15200
29,W10x22 Wide Flange Beam,ASTM A709 Grade 50,240,450,22.0,580.0,12760.0,1.0227272727272727,13050
39,W8x18 Wide Flange Beam,ASTM A572 Grade 60,480,650,18.0,1560.0,28080.0,0.9027777777777778,25350
25,HSS8x8x1/2 Hollow Structural Section,ASTM A992,120,300,8.0,250.0,2000.0,3.75,7500
4,L6x6x1/2 Angle,ASTM A500 Grade B,480,320,6.0,160.0,960.0,1.3333333333333333,1280
45,C4x7.5 Channel,ASTM A992,240,160,7.5,900.0,6750.0,1.0666666666666667,7200
4,W10x30 Wide Flange Beam,ASTM A588,480,1400,30.0,160.0,4800.0,1.1666666666666667,5600
31,L3x3x1/4 Angle,ASTM A500 Grade C,120,40,3.0,310.0,930.0,1.3333333333333333,1240
19,W12x50 Wide Flange Beam,ASTM A992,120,350,50.0,190.0,9500.0,0.7,6650
1,C8x18 Channel,ASTM A588,120,110,18.0,10.0,180.0,0.6111111111111112,110
37,HSS8x8x1/2 Hollow Structural Section,ASTM A588,120,300,8.0,370.0,2960.0,3.75,11100
44,L6x6x1/2 Angle,ASTM A572 Grade 50,240,160,6.0,880.0,5280.0,1.3333333333333333,7040
10,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,240,350,5.0,200.0,1000.0,3.5,3500
40,C4x7.5 Channel,ASTM A572 Grade 50,120,90,7.5,400.0,3000.0,1.2,3600
41,C8x11.5 Channel,ASTM A709 Grade 50,480,400,11.5,1640.0,18860.0,0.8695652173913043,16400
13,C8x11.5 Channel,ASTM A500 Grade B,240,220,11.5,260.0,2990.0,0.9565217391304348,2860
12,C8x18 Channel,ASTM A36,480,400,18.0,480.0,8640.0,0.5555555555555556,4800
22,C10x25 Channel,ASTM A992,240,250,25.0,440.0,11000.0,0.5,5500
33,W10x22 Wide Flange Beam,ASTM A572 Grade 50,120,250,22.0,330.0,7260.0,1.1363636363636365,8250
18,W10x22 Wide Flange Beam,ASTM A588,480,800,22.0,720.0,15840.0,0.9090909090909091,14400
42,C12x20 Channel,ASTM A572 Grade 50,240,200,20.0,840.0,16800.0,0.5,8400
42,W10x22 Wide Flange Beam,ASTM A588,120,250,22.0,420.0,9240.0,1.1363636363636365,10500
34,C4x7.5 Channel,ASTM A572 Grade 60,480,300,7.5,1360.0,10200.0,1.0,10200
23,W12x50 Wide Flange Beam,ASTM A992,240,650,50.0,460.0,23000.0,0.65,14950
47,W10x30 Wide Flange Beam,ASTM A588,120,400,30.0,470.0,14100.0,1.3333333333333333,18800
35,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,700.0,4200.0,3.1666666666666665,13300
44,L3x3x1/4 Angle,ASTM A500 Grade C,120,40,3.0,440.0,1320.0,1.3333333333333333,1760
42,W10x22 Wide Flange Beam,ASTM A36,480,800,22.0,1680.0,36960.0,0.9090909090909091,33600
13,L4x4x1/4 Angle,ASTM A992,240,120,4.0,260.0,1040.0,1.5,1560
42,W10x22 Wide Flange Beam,ASTM A992,240,450,22.0,840.0,18480.0,1.0227272727272727,18900
20,C10x15.3 Channel,ASTM A572 Grade 60,240,270,15.3,400.0,6120.0,0.8823529411764706,5400
9,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,480,1000,8.0,360.0,2880.0,3.125,9000
8,W8x18 Wide Flange Beam,ASTM A36,240,350,18.0,160.0,2880.0,0.9722222222222222,2800
29,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,480,720,6.0,1160.0,6960.0,3.0,20880
46,C4x7.5 Channel,ASTM A500 Grade B,120,90,7.5,460.0,3450.0,1.2,4140
38,W10x30 Wide Flange Beam,ASTM A572 Grade 50,120,400,30.0,380.0,11400.0,1.3333333333333333,15200
11,C10x25 Channel,ASTM A992,240,250,25.0,220.0,5500.0,0.5,2750
41,L8x8x3/8 Angle,ASTM A500 Grade B,120,100,8.0,410.0,3280.0,1.25,4100
27,L6x6x1/2 Angle,ASTM A992,480,320,6.0,1080.0,6480.0,1.3333333333333333,8640
48,W10x30 Wide Flange Beam,ASTM A709 Grade 50,240,750,30.0,960.0,28800.0,1.25,36000
21,W12x50 Wide Flange Beam,ASTM A572 Grade 50,120,350,50.0,210.0,10500.0,0.7,7350
39,W12x50 Wide Flange Beam,ASTM A709 Grade 50,480,1200,50.0,1560.0,78000.0,0.6,46800
11,W8x18 Wide Flange Beam,ASTM A709 Grade 50,120,200,18.0,110.0,1980.0,1.1111111111111112,2200
46,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,120,300,8.0,460.0,3680.0,3.75,13800
21,C4x7.5 Channel,ASTM A500 Grade C,240,160,7.5,420.0,3150.0,1.0666666666666667,3360
47,W10x30 Wide Flange Beam,ASTM A36,480,1400,30.0,1880.0,56400.0,1.1666666666666667,65800
2,W10x30 Wide Flange Beam,ASTM A500 Grade C,240,750,30.0,40.0,1200.0,1.25,1500
22,C10x15.3 Channel,ASTM A500 Grade B,480,500,15.3,880.0,13464.0,0.8169934640522876,11000
45,L6x6x1/2 Angle,ASTM A588,480,320,6.0,1800.0,10800.0,1.3333333333333333,14400
14,L6x6x1/2 Angle,ASTM A500 Grade C,240,160,6.0,280.0,1680.0,1.3333333333333333,2240
8,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 50,120,300,8.0,80.0,640.0,3.75,2400
7,HSS8x8x1/2 Hollow Structural Section,ASTM A36,120,300,8.0,70.0,560.0,3.75,2100
45,C10x15.3 Channel,ASTM A572 Grade 50,480,500,15.3,1800.0,27540.0,0.8169934640522876,22500
14,L4x4x1/4 Angle,ASTM A572 Grade 60,120,60,4.0,140.0,560.0,1.5,840
23,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,920.0,18400.0,0.475,8740
13,L8x8x3/8 Angle,ASTM A36,480,380,8.0,520.0,4160.0,1.1875,4940
18,W10x30 Wide Flange Beam,ASTM A588,120,400,30.0,180.0,5400.0,1.3333333333333333,7200
21,W14x30 Wide Flange Beam,ASTM A500 Grade C,240,650,30.0,420.0,12600.0,1.0833333333333333,13650
26,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,120,180,5.0,260.0,1300.0,3.6,4680
26,L8x8x3/8 Angle,ASTM A572 Grade 60,120,100,8.0,260.0,2080.0,1.25,2600
14,W14x30 Wide Flange Beam,ASTM A992,120,350,30.0,140.0,4200.0,1.1666666666666667,4900
6,W6x12 Wide Flange Beam,ASTM A500 Grade B,480,600,12.0,240.0,2880.0,1.25,3600
40,W10x22 Wide Flange Beam,ASTM A572 Grade 50,240,450,22.0,800.0,17600.0,1.0227272727272727,18000
8,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,120,150,4.0,80.0,320.0,3.75,1200
39,C8x11.5 Channel,ASTM A500 Grade B,480,400,11.5,1560.0,17940.0,0.8695652173913043,15600
19,W12x50 Wide Flange Beam,ASTM A500 Grade C,480,1200,50.0,760.0,38000.0,0.6,22800
44,W12x50 Wide Flange Beam,ASTM A500 Grade B,480,1200,50.0,1760.0,88000.0,0.6,52800
21,C8x18 Channel,ASTM A500 Grade B,480,400,18.0,840.0,15120.0,0.5555555555555556,8400
46,C10x25 Channel,ASTM A709 Grade 50,120,130,25.0,460.0,11500.0,0.52,5980
7,C8x18 Channel,ASTM A36,120,110,18.0,70.0,1260.0,0.6111111111111112,770
25,C10x15.3 Channel,ASTM A709 Grade 50,480,500,15.3,1000.0,15300.0,0.8169934640522876,12500
42,C8x11.5 Channel,ASTM A572 Grade 50,120,120,11.5,420.0,4830.0,1.0434782608695652,5040
10,L6x6x1/2 Angle,ASTM A500 Grade B,240,160,6.0,200.0,1200.0,1.3333333333333333,1600
19,C4x7.5 Channel,ASTM A36,120,90,7.5,190.0,1425.0,1.2,1710
42,C8x18 Channel,ASTM A709 Grade 50,240,210,18.0,840.0,15120.0,0.5833333333333334,8820
35,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,540,4.0,1400.0,5600.0,3.375,18900
31,L4x4x1/4 Angle,ASTM A36,240,120,4.0,620.0,2480.0,1.5,3720
9,W8x18 Wide Flange Beam,ASTM A709 Grade 50,120,200,18.0,90.0,1620.0,1.1111111111111112,1800
1,W12x50 Wide Flange Beam,ASTM A709 Grade 50,240,650,50.0,20.0,1000.0,0.65,650
7,C4x7.5 Channel,ASTM A588,240,160,7.5,140.0,1050.0,1.0666666666666667,1120
39,L6x6x1/2 Angle,ASTM A709 Grade 50,120,80,6.0,390.0,2340.0,1.3333333333333333,3120
18,HSS5x5x1/4 Hollow Structural Section,ASTM A36,120,180,5.0,180.0,900.0,3.6,3240
48,W8x18 Wide Flange Beam,ASTM A992,240,350,18.0,960.0,17280.0,0.9722222222222222,16800
31,W12x50 Wide Flange Beam,ASTM A992,240,650,50.0,620.0,31000.0,0.65,20150
50,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,480,540,4.0,2000.0,8000.0,3.375,27000
22,W6x12 Wide Flange Beam,ASTM A709 Grade 50,120,180,12.0,220.0,2640.0,1.5,3960
27,C8x11.5 Channel,ASTM A588,480,400,11.5,1080.0,12420.0,0.8695652173913043,10800
9,W12x50 Wide Flange Beam,ASTM A588,240,650,50.0,180.0,9000.0,0.65,5850
33,C12x20 Channel,ASTM A588,120,100,20.0,330.0,6600.0,0.5,3300
2,C8x18 Channel,ASTM A500 Grade B,240,210,18.0,40.0,720.0,0.5833333333333334,420
24,C10x15.3 Channel,ASTM A500 Grade C,240,270,15.3,480.0,7344.0,0.8823529411764706,6480
27,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 50,120,180,5.0,270.0,1350.0,3.6,4860
20,C8x18 Channel,ASTM A588,120,110,18.0,200.0,3600.0,0.6111111111111112,2200
8,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,120,180,5.0,80.0,400.0,3.6,1440
26,W8x18 Wide Flange Beam,ASTM A588,240,350,18.0,520.0,9360.0,0.9722222222222222,9100
42,HSS4x4x1/4 Hollow Structural Section,ASTM A588,240,280,4.0,840.0,3360.0,3.5,11760
13,C8x18 Channel,ASTM A572 Grade 50,120,110,18.0,130.0,2340.0,0.6111111111111112,1430
10,L3x3x1/4 Angle,ASTM A500 Grade B,120,40,3.0,100.0,300.0,1.3333333333333333,400
46,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,460.0,7038.0,0.9803921568627451,6900
4,C10x25 Channel,ASTM A36,240,250,25.0,80.0,2000.0,0.5,1000
32,HSS4x4x1/4 Hollow Structural Section,ASTM A992,120,150,4.0,320.0,1280.0,3.75,4800
35,C4x7.5 Channel,ASTM A572 Grade 60,240,160,7.5,700.0,5250.0,1.0666666666666667,5600
23,W10x30 Wide Flange Beam,ASTM A588,120,400,30.0,230.0,6900.0,1.3333333333333333,9200
14,W12x50 Wide Flange Beam,ASTM A588,240,650,50.0,280.0,14000.0,0.65,9100
46,C12x20 Channel,ASTM A992,480,380,20.0,1840.0,36800.0,0.475,17480
15,HSS8x8x1/2 Hollow Structural Section,ASTM A588,120,300,8.0,150.0,1200.0,3.75,4500
11,C10x25 Channel,ASTM A36,240,250,25.0,220.0,5500.0,0.5,2750
2,C10x25 Channel,ASTM A36,480,470,25.0,80.0,2000.0,0.47,940
2,W10x30 Wide Flange Beam,ASTM A992,480,1400,30.0,80.0,2400.0,1.1666666666666667,2800
36,C10x25 Channel,ASTM A572 Grade 60,120,130,25.0,360.0,9000.0,0.52,4680
44,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,1760.0,35200.0,0.475,16720
2,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,20.0,440.0,1.1363636363636365,500
23,L3x3x1/4 Angle,ASTM A588,480,160,3.0,920.0,2760.0,1.3333333333333333,3680
